Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Springfield Route 66 KOA,5775 W Farm Rd 140,,Springfield,MO,65802,,417-831-3645,E,,Public,8am-8pm daily,A Cash Checks D M V,,,,,1,,,Non-Networked,,GPS,37.199194,-93.402643,7/11/23,60648,2024-01-31 22:07:01 UTC,P,,,5/15/14,,,,,J1772,US,,,,Public,,public,,,CAMPGROUND,,,,,,,$15 per session,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,Haselwood Chevrolet Buick GMC,501 W Hills Blvd,,Bremerton,WA,98312,,360-479-4910,E,,Public,Dealership business hours; for Chevrolet vehicles only,,,,,,2,,,Non-Networked,,200-9,47.557801,-122.675335,9/14/23,60718,2024-01-31 22:07:01 UTC,P,,,1/1/14,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,HD,FALSE
ELEC,Bergstrom Ford Lincoln,525 S Green Bay Rd,,Neenah,WI,54956,,920-727-9000,E,,Public - Call ahead,Dealership business hours; for customer use only,,,,,,2,,,Non-Networked,,200-9,44.180546,-88.486672,12/13/23,60722,2024-01-31 22:07:01 UTC,P,,,1/1/14,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Lakeside 24 Hour Fuel,16835 Lewis River Rd,,Cougar,WA,98616,,360-238-5202,E,,Public,6am-9pm daily (summer); 6am-6pm daily (winter),,,,,,1,,,Non-Networked,,200-9,46.051228,-122.301754,6/12/23,60814,2024-01-31 22:07:01 UTC,P,,,3/6/14,,,,,J1772,US,,,,Public,,public,,,GAS_STATION,,,,,,,$12 per session,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,City of Bellefontaine,126 W Chillicothe Ave,Located in public parking lot,Bellefontaine,OH,43311,,937-592-4376,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2,2,,,Non-Networked,,GPS,40.360389,-83.76175,5/5/22,62462,2023-02-14 15:54:11 UTC,LG,,,7/7/14,,,,,J1772 NEMA520,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free; Pay to park,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Maine Organic Farmers and Gardeners Association,294 Crosby Brook Rd,,Unity,ME,4988,,207-568-4142,E,,Public - Call ahead,Dawn to dusk daily,,,,,,2,,,Non-Networked,,GPS,44.590314,-69.289139,4/6/23,62734,2024-01-31 22:07:01 UTC,P,,,6/5/14,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,Ben Mynatt Chevrolet Cadillac,281 Concord Pkwy S,,Concord,NC,28027,,704-786-2151,E,,Public - Call ahead,Dealership business hours,,,,,,,1,,Non-Networked,,200-9,35.395326,-80.610927,12/13/23,62828,2024-01-31 22:07:01 UTC,P,,,11/10/23,,,,,J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Delaware Welcome Center and Travel Plaza,530 John F Kennedy Memorial Hwy,Located behind the Welcome Center in the truck stop area in the southwest section of the southbound side.,Newark,DE,19702,,302-731-8599,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,39.660766,-75.69348611,2/12/24,62939,2024-02-12 21:24:44 UTC,P,,,8/1/14,,,,,J1772,US,,,,Public,,public,,,REST_STOP,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,Fort Ross State Historic Park,19005 Coast Hwy,,Jenner,CA,95450,,707-847-3437,E,,Public,10am-4:30pm daily,,,,,,2,,,Non-Networked,,GPS,38.51597466,-123.2467089,9/14/23,63477,2024-01-31 22:07:01 UTC,P,,,4/1/16,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Tom Wood Porsche,3473 E 96th St,,Indianapolis,IN,46240,,317-848-5550,E,,Public,Dealership business hours; customers only,,,,,,1,,,Non-Networked,,200-9,39.926194,-86.108451,11/9/23,63533,2024-01-31 22:07:01 UTC,P,,,9/30/14,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,HD,FALSE
ELEC,Appalachian Mountain Club - Highland Center at Crawford Notch,Route 302,,Bretton Woods,NH,3575,,603-278-4453,E,,Public,24 hours daily; donations accepted,,,,,,4,,,Non-Networked,,GPS,44.220181,-71.411158,6/12/23,63607,2024-01-31 22:07:01 UTC,P,,,9/1/14,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Bill Utter Ford,4901 S I-35 E,,Denton,TX,76210,,940-321-7400,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,33.16218,-97.071252,7/12/22,63655,2023-02-14 15:54:11 UTC,P,,,9/1/14,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,LA County DHS Olive View Lot K,14445 Olive View Dr,Located just East of the Sheriff substation. Enter off Cobalt St. Additional chargers located in the overflow lot,Sylmar,CA,91342,,833-479-7359,E,,Public,"24 hours daily; keypad activated, instructions on EVSE",Proprietor,,,,,14,,,POWERFLEX,https://www.powerflex.com,200-9,34.325912,-118.445513,1/9/24,63738,2024-01-31 22:07:01 UTC,LG,,,10/1/14,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,$0.45 per kWh from 4pm-9pm; $0.30 per kWh all other times,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Wayne State University - Lot #50,1200 W Warren,Located just west of the Warren Ave. entrance close to the parking booth.,Detroit,MI,48202,,313-577-1979,E,,Public,Garage business hours,,,,,,4,,,Non-Networked,,GPS,42.35358833,-83.07526072,1/9/24,64736,2024-01-31 22:07:01 UTC,P,,,11/15/14,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Cape May - Lewes Ferry Terminal,43 Cape Henlopen Dr,,Lewes,DE,19958,,800-643-3779,E,,Public,Ferry operation hours,,,,,,2,,,Non-Networked,,200-9,38.782012,-75.118769,12/13/23,65415,2024-01-31 22:07:01 UTC,P,,,1/21/15,,,,,J1772,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Lakewood City Hall,5050 Clark Ave,Located in front of Clark,Lakewood,CA,90712,,562-866-9771,E,,Public,24 hours daily; maximum session time of 90 minutes,,,,,,2,,,Non-Networked,,200-9,33.849737,-118.132994,1/10/22,65659,2022-02-10 19:42:29 UTC,P,,,6/1/14,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,The Co-op Farm and Garden,216 E Washington St,,Sequim,WA,98382,,360-683-4111,E,,Public,"8am-6pm M-F, 9am-5pm Sat, 10am-4pm Sun",,,,,,1,,,Non-Networked,,200-9,48.079897,-123.098996,6/12/23,67125,2024-01-31 22:07:01 UTC,P,,,1/1/15,,,,,J1772,US,,,,Public,,public,,,COOP,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,North County,4559 E Academy Blvd,,Denver,CO,80230,,720-532-0106,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,39.71945506,-104.8973918,12/13/23,68154,2024-01-31 22:07:01 UTC,P,,,10/1/14,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Harrah's Ak-Chin Casino,15406 N Maricopa Rd,Farrell Road and Highway 347,Maricopa,AZ,85139,,480-802-5000,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,33.0238,-112.0502,12/13/23,68409,2024-01-31 22:07:01 UTC,LG,,,5/1/15,,,,,J1772,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,City of Gloucester - City Hall Annex,3 Pond Rd,,Gloucester,MA,1930,,978-325-5230,E,,Public,24 hours daily; 4 hour limit,,,,,,3,,,Non-Networked,,200-9,42.629952,-70.640756,11/9/23,68430,2024-01-31 22:07:01 UTC,LG,,,5/5/15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Port of San Diego - Admin Building,3165 Pacific Hwy,,San Diego,CA,92101,,,E,,Public,8am-5pm daily,,,,,,1,,,Non-Networked,,GPS,32.735306,-117.176837,6/12/23,70565,2024-01-31 22:07:01 UTC,LG,,,10/1/14,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,SOLAR,FALSE,,,,,,,,MD,FALSE
ELEC,Roof Power Solar,908 Park St,,Rich Hill,MO,64779,,417-395-2355,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.09618447,-94.3597852,1/10/23,71073,2023-02-14 15:54:11 UTC,P,,,12/15/17,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,SOLAR,FALSE,,,,,,,,MD,FALSE
ELEC,University Of Wisconsin - Oshkosh,727 Algoma Blvd,,Oshkosh,WI,54901,,920-424-1234,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,44.024029,-88.5492,1/10/22,72845,2022-02-10 19:42:29 UTC,P,,,1/25/16,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free charging; pay to park unless you have a parking permit,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Whole Foods Market,12080 Jefferson Ave,,Newport News,VA,23606,,757-947-2460,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,37.102615,-76.489655,11/9/23,73517,2024-01-31 22:07:01 UTC,P,,,2/1/16,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Rez Church,6502 E Crossroads Blvd,,Loveland,CO,80538,,970-667-5479,E,,Public,8am-8pm daily,,,,,,2,,,Non-Networked,,200-9,40.434103,-104.980231,12/9/21,74038,2022-02-10 19:42:29 UTC,P,,,8/1/15,,,,,J1772,US,,,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Brown Harris Wealth Management,309 N Main St,,Culpeper,VA,22701,,540-825-1588,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,38.475325,-77.995127,11/9/23,75314,2024-01-31 22:07:01 UTC,P,,,4/1/16,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Naples Town Office,23 Village Green Ln,,Naples,ME,4055,,207-693-6364,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,43.970783,-70.609685,8/10/23,75577,2024-01-31 22:07:01 UTC,LG,,,5/1/16,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,Whole Foods Market,11660 Plaza America Dr,,Reston,VA,20190,,703-736-0600,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,200-9,38.951729,-77.349388,11/9/23,75605,2024-01-31 22:07:01 UTC,P,,,5/1/16,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Ferndale Public Library,222 E Nine Mile Rd,"Located in the parking lot closest to Woodward St, near E Nine Mile and Bermuda",Ferndale,MI,48220,,248-546-2504,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,42.46006802,-83.13309717,1/10/22,75777,2022-02-10 19:42:29 UTC,LG,,,1/1/16,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,$1 per hour parking fee,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Goodwin University,211 Riverside Dr,,East Hartford,CT,6118,,860-727-6756,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,41.743194,-72.640075,5/3/23,76250,2024-01-31 22:07:01 UTC,P,,,5/1/16,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,St. Joseph's College,278 Whites Bridge Rd,,Standish,ME,4084,,855-752-4636,E,,Public,24 hours daily,,,,,1,1,,,Non-Networked,,GPS,43.827491,-70.482252,1/10/22,78343,2022-02-10 19:42:29 UTC,P,,,7/10/16,,,,,J1772 NEMA515,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Richmond Electricians' Joint Apprenticeship and Training Center,11255 Air Park Rd,,Ashland,VA,23005,,804-752-8266,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,37.708642,-77.444334,10/12/23,79858,2024-01-31 22:07:01 UTC,P,,,12/1/14,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Eastern Mennonite University,1307 Park Rd,,Harrisonburg,VA,22802,,540-432-4000,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.472406,-78.878672,10/12/21,79862,2022-02-10 19:42:29 UTC,P,,,7/1/16,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,Yellowstone Forever,308 E Park St,Located at the north entrance to Yellowstone National Park,Gardiner,MT,59030,,406-848-2400,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,45.029727,-110.70782,4/6/23,80048,2024-01-31 22:07:01 UTC,P,,,3/1/16,,,,,J1772,US,,,,Public,,public,,,NATL_PARK,,,,,,,Free,,,,,,,,,,FALSE,,,,,Yellowstone National Park,,,HD,FALSE
ELEC,Royal Chevrolet,4502 W Broad St,,Richmond,VA,23230,,804-441-9393,E,,Public - Call ahead,Dealership business hours; customer use only,,,,,,1,,,Non-Networked,,200-9,37.577354,-77.48773,1/10/22,80573,2022-04-28 20:01:31 UTC,P,,,11/1/16,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Wright Point Office Park,5200 Springfield St,,Riverside,OH,45431,,937-233-1801,E,,Public,7am-7pm M-F; 8am-12pm Sat,,,,,,2,,,Non-Networked,,200-9,39.781661,-84.118916,6/14/22,80630,2023-02-14 15:54:11 UTC,P,,,6/1/14,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Twin Falls Resort State Park,97 RR WV-97,,Mullens,WV,25882,,304-294-4000,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,37.637667,-81.439539,9/14/23,81074,2024-01-31 22:07:01 UTC,P,,,1/18/17,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Skagit General Store,500 Newhalem St,"Located behind store, east of Highway 20",Rockport,WA,98283,,206-386-4489  206-684-3000,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,48.6735,-121.244711,1/9/24,81080,2024-01-31 22:07:01 UTC,T,,,10/26/19,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,TRUE
ELEC,Lincoln County Museum,600 7th St,Located one block south of Highway 2,Davenport,WA,99122,,509-725-6711,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,47.652922,-118.150361,1/9/24,81083,2024-01-31 22:07:01 UTC,LG,,,10/1/16,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,Dave White Chevrolet,5880 Monroe St,,Sylvania,OH,43560,,800-893-9036,E,,Public,24 hours daily,,,,,,1,1,,Non-Networked,,200-9,41.714389,-83.683956,8/10/23,81164,2024-01-31 22:07:01 UTC,P,,,12/1/16,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Hawks Nest State Park,49 Hawks Nest Park Rd,,Ansted,WV,25812,,304-658-5212,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.122022,-81.118689,9/14/23,81612,2024-01-31 22:07:01 UTC,SG,,,2/1/17,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Davidson Ford,3690 State Route 31,Located in the front of the building,Clay,NY,13090,,315-870-7000,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,GPS,43.181259,-76.256973,7/12/22,82355,2024-03-08 20:38:29 UTC,P,,,4/1/17,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,City of Tonasket - City Hall,209 N Whitcomb,Located behind City Hall,Tonasket,WA,98855,,509-486-2132,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,48.705586,-119.438406,1/9/24,82397,2024-01-31 22:07:01 UTC,LG,,,4/1/17,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,HYDRO,FALSE,,,,,,,,MD,FALSE
ELEC,Centura Health - ER,750 Warner Dr,,Golden,CO,80401,,303-925-4340,E,,Public,24 hours daily; for guest and patient use only,,,,,,1,,,Non-Networked,,200-8,39.72949,-105.21025,1/10/23,82464,2023-02-14 15:54:11 UTC,P,,,7/1/15,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Holiday Inn Express,17140 W Colfax Ave,,Golden,CO,80401,,303-278-2388,E,,Public,24 hours daily; for guest use only,,,,,,4,,,Non-Networked,,200-9,39.722082,-105.192637,12/13/23,82465,2024-01-31 22:07:01 UTC,P,,,7/1/16,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Juneau Hydropower,8585 Old Dairy Hwy,,Juneau,AK,99801,,907-789-2775,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,58.363727,-134.57555,8/10/23,85589,2024-01-31 22:07:01 UTC,P,,,8/1/15,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,HYDRO,FALSE,,,,,,,,HD,FALSE
ELEC,Park Cedar Rapids - 4th Avenue Ramp,349 4th Ave SE,,Cedar Rapids,IA,52401,,319-423-7060,E,,Public,24 hours daily; pay lot,,,,,,8,,,Non-Networked,,200-9,41.976826,-91.663729,3/14/24,87916,2024-03-14 18:02:10 UTC,P,,,10/4/17,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Village of Sodus,14-16 Mill St,Enter municipal lot from Main or Gaylord Streets,Sodus,NY,14551,,315-483-9821,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,43.235555,-77.061621,3/14/24,92116,2024-03-14 18:02:10 UTC,LG,,,8/1/17,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Green Acres Market,7777 S Highway 97,,Redmond,OR,97756,,541-678-7581,E,,Public,24 hours daily,A Cash Checks D Debit M V,,,,,1,,,Non-Networked,,200-9,44.204363,-121.227364,4/6/23,98546,2024-01-31 22:07:01 UTC,P,,,5/1/18,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Lake Metigoshe State Park,2 Lake Metigoshe State Park,Located between the swimming beach and the boat landing inside the Lake Metigoshe State Park,Bottineau,ND,58318,,701-228-2202,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,48.98332892,-100.3406965,8/10/23,99955,2024-01-31 22:07:01 UTC,SG,,,7/22/18,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,McMinnville Electric System - Main Building,200 W Morford St,,McMinnville,TN,37110,,931-473-3144,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,35.682623,-85.774901,2/12/24,100324,2024-02-12 21:24:44 UTC,T,,,3/1/18,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Ground Round Grill & Bar,201 Helen Walton St,,Tomah,WI,54660,,608-372-4000,E,,Public,24 hours daily,,,,,,2,1,,ZEFNET,https://www.zefenergy.com,GPS,44.018183,-90.508368,3/14/24,102764,2024-03-14 18:02:10 UTC,P,,,9/6/18,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,Queensbury Rest Area - Northbound,368 Big Boom Rd,I-87,Queensbury,NY,12804,,518-457-6195,E,,Public,24 hours daily,,,,,,,2,,Non-Networked,,GPS,43.273451,-73.674594,7/12/22,104978,2024-02-20 17:18:33 UTC,SG,,,9/20/18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Village of Bergen - Municipal Parking,18 Buffalo St,Located in the Village of Bergen Municipal Parking Lot between 16 & 18 Buffalo Street,Bergen,NY,14416,,585-494-1513,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.085186,-77.943321,6/14/22,116923,2024-02-20 20:26:08 UTC,LG,,,11/19/18,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Hickory Park,51 S Lake Ave,Located in the parking lot,Bergen,NY,14416,,585-494-1513,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.080709,-77.943679,6/14/22,116924,2024-02-20 20:26:33 UTC,LG,,,11/22/18,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Washington County Public Library,478 Pike St,,Marietta,OH,45750,,740-373-1057,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,39.409451,-81.43195,6/14/22,117435,2023-02-14 15:54:11 UTC,LG,,,11/15/18,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,SOLAR,FALSE,,,,,,,,MD,FALSE
ELEC,Craftsbury Outdoor Center,535 Lost Nation Rd,Far east end of first parking lot,Craftsbury Common,VT,5827,,802-586-7767,E,,Public,"24 hours daily; for visitor, member, and staff use only; Drivers must bring their own J1772 cordset for Level 1 charging",,,,,,7,,,Non-Networked,,200-9,44.680358,-72.36351,6/12/23,117603,2024-01-31 22:07:01 UTC,P,,,1/15/18,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free; donations encouraged,,,,,,,,,,TRUE,,,,,,,,HD,TRUE
ELEC,Connecticut State Capitol,210 Capitol Ave,"Located on the north-west side of the parking lot, about half way around.",Hartford,CT,6106,,860-240-0100,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,41.764759,-72.682868,5/5/22,121017,2023-02-14 15:54:11 UTC,SG,,,7/1/16,,,,,J1772,US,,,,Public,,public,,,STATE_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Ecker Hill - Park and Ride Lot,24602 W Kilby Rd,Exit 141 from I-80; head SE on frontage road; stations by bus shelters,Park City,UT,84098,,435-336-3200,E,,Public,24 hours daily; please move vehicle when done charging,,,,,,10,,,Non-Networked,,GPS,40.739544,-111.559906,1/10/23,127974,2023-02-14 15:54:11 UTC,LG,,,6/15/19,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,City of Arvin,200 Campus Dr,Located on 4th and A street behind the Veteran's Hall and Adobe Complex,Arvin,CA,93203,,661-854-3134,E,,Public,24 hours daily,,,,,,10,,,Non-Networked,,200-9,35.210277,-118.832618,1/10/23,131662,2023-02-14 15:54:11 UTC,LG,,,7/18/19,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,$0.42 per kWh,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,Kealing Middle School,1607 Pennsylvania Ave,,Austin,TX,78702,,512-414-3214,E,,Public - Call ahead,After school hours only,,,,,,1,,,Non-Networked,,200-9,30.271041,-97.721917,5/5/22,145173,2023-02-14 15:54:11 UTC,P,,,11/14/18,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,SCHOOL,,,,,,,$4.17 per month through Austin Energy’s Plug-In EVerywhere℠ program,,,,,,,,,WIND,FALSE,,,,,,,,MD,FALSE
ELEC,Plaza on the Lake,5001 Plaza on the Lake,,Austin,TX,78746,,,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,30.34747,-97.80102,7/12/22,146713,2023-02-14 15:54:11 UTC,P,,,9/1/19,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
